Round,Combination,Timeframe,Best Rank,Locked Filters,Factor,Operator,Threshold Value,Filter,60,120,180,365,730,Baseline,Score,Improvement %,Trades,Coverage,Win Rate,Avg Return
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Range,<,61.6,ORB_Range<61.6,0.478,0.326,0.205,0.055,0.028,0.288,0.314,9.1,37,3.83,72.97,0.478
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Range,<,79.5,ORB_Range<79.5,0.47,0.307,0.18,0.047,0.029,0.288,0.3,4.1,38,3.69,73.68,0.47
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Range,<,128.4825,ORB_Range<128.4825,0.47,0.307,0.18,0.047,0.028,0.288,0.3,4.1,38,3.53,73.68,0.47
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,-1.5985,RS_15>-1.5985,0.519,0.293,0.106,0.005,0.005,0.288,0.292,1.24,36,3.31,77.78,0.519
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,-1.0627,RS_15>-1.0627,0.53,0.307,0.132,-0.007,-0.01,0.288,0.303,5.29,35,3.45,77.14,0.53
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,-0.7895,RS_15>-0.7895,0.521,0.284,0.126,-0.014,-0.016,0.288,0.291,0.99,32,3.35,75.0,0.521
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,-0.6056,RS_15>-0.6056,0.415,0.215,0.089,-0.039,-0.022,0.288,0.222,-22.99,30,3.37,73.33,0.415
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,-0.4648,RS_15>-0.4648,0.415,0.193,0.107,-0.038,-0.011,0.288,0.219,-24.01,30,3.62,73.33,0.415
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,-0.3502,RS_15>-0.3502,0.475,0.276,0.151,-0.028,-0.001,0.288,0.275,-4.56,27,3.5,77.78,0.475
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,-0.2436,RS_15>-0.2436,0.521,0.292,0.174,-0.003,0.018,0.288,0.304,5.71,25,3.44,80.0,0.521
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,-0.1365,RS_15>-0.1365,0.521,0.292,0.175,-0.005,0.024,0.288,0.304,5.68,25,3.66,80.0,0.521
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,-0.0473,RS_15>-0.0473,0.52,0.298,0.192,0.011,0.045,0.288,0.312,8.21,24,3.79,79.17,0.52
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,0.0457,RS_15>0.0457,0.47,0.265,0.154,-0.01,0.056,0.288,0.273,-5.22,23,3.9,78.26,0.47
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,>,0.1368,RS_15>0.1368,0.446,0.255,0.173,0.003,0.074,0.288,0.267,-7.15,20,3.78,75.0,0.446
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,<,0.2359,RS_15<0.2359,0.433,0.235,0.112,0.049,-0.009,0.288,0.252,-12.62,20,3.06,70.0,0.433
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,<,0.3271,RS_15<0.3271,0.378,0.214,0.091,0.026,-0.005,0.288,0.219,-24.1,21,2.97,66.67,0.378
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,<,0.4283,RS_15<0.4283,0.293,0.178,0.072,0.003,-0.021,0.288,0.171,-40.63,24,3.14,66.67,0.293
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,<,0.5465,RS_15<0.5465,0.294,0.17,0.072,-0.001,-0.022,0.288,0.168,-41.62,27,3.29,66.67,0.294
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,<,0.6872,RS_15<0.6872,0.287,0.156,0.061,-0.014,-0.026,0.288,0.157,-45.37,28,3.15,67.86,0.287
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,<,0.8684,RS_15<0.8684,0.33,0.243,0.123,0.015,-0.018,0.288,0.215,-25.24,31,3.28,67.74,0.33
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,<,1.142,RS_15<1.142,0.339,0.253,0.141,0.02,0.006,0.288,0.226,-21.66,33,3.26,69.7,0.339
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,RS_15,<,1.7177,RS_15<1.7177,0.358,0.24,0.12,0.015,0.016,0.288,0.224,-22.36,35,3.24,71.43,0.358
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,>,173.922,ORB_Low>173.922,0.315,0.203,0.097,0.005,0.015,0.288,0.191,-33.64,35,3.26,71.43,0.315
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,>,471.88,ORB_Low>471.88,0.304,0.192,0.088,0.0,0.012,0.288,0.182,-36.86,34,3.36,70.59,0.304
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,>,671.6525,ORB_Low>671.6525,0.298,0.197,0.089,0.002,0.0,0.288,0.181,-36.99,33,3.34,69.7,0.298
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,>,810.04,ORB_Low>810.04,0.282,0.188,0.075,0.003,0.001,0.288,0.171,-40.73,30,3.21,70.0,0.282
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,>,1045.075,ORB_Low>1045.075,0.39,0.222,0.118,0.013,0.006,0.288,0.229,-20.65,25,3.05,76.0,0.39
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,>,1169.91,ORB_Low>1169.91,0.42,0.226,0.149,0.033,-0.003,0.288,0.25,-13.35,24,3.1,79.17,0.42
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,>,1256.2,ORB_Low>1256.2,0.437,0.242,0.171,0.026,-0.007,0.288,0.264,-8.42,23,3.06,78.26,0.437
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,>,1356.38,ORB_Low>1356.38,0.451,0.282,0.143,0.002,-0.043,0.288,0.271,-5.78,22,3.35,77.27,0.451
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,1450.7,ORB_Low<1450.7,0.478,0.288,0.185,0.1,0.098,0.288,0.306,6.15,20,3.58,70.0,0.478
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,1525.45,ORB_Low<1525.45,0.471,0.301,0.209,0.097,0.087,0.288,0.312,8.2,24,3.92,70.83,0.471
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,1682.9,ORB_Low<1682.9,0.485,0.351,0.259,0.126,0.105,0.288,0.346,20.05,26,4.02,73.08,0.485
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,1856.56,ORB_Low<1856.56,0.463,0.347,0.251,0.075,0.063,0.288,0.328,13.8,29,4.15,75.86,0.463
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,2330.165,ORB_Low<2330.165,0.538,0.333,0.249,0.077,0.066,0.288,0.35,21.45,31,4.08,74.19,0.538
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,2894.19,ORB_Low<2894.19,0.545,0.326,0.22,0.063,0.05,0.288,0.342,18.71,33,4.0,75.76,0.545
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,3683.975,ORB_Low<3683.975,0.535,0.345,0.236,0.073,0.05,0.288,0.349,21.14,34,3.89,76.47,0.535
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,4335.04,ORB_Low<4335.04,0.535,0.345,0.225,0.061,0.041,0.288,0.345,19.74,34,3.76,76.47,0.535
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,5214.475,ORB_Low<5214.475,0.535,0.345,0.225,0.062,0.04,0.288,0.345,19.82,34,3.63,76.47,0.535
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,5830.0,ORB_Low<5830.0,0.498,0.316,0.198,0.053,0.035,0.288,0.317,10.01,36,3.52,75.0,0.498
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ORB_Low,<,6943.475,ORB_Low<6943.475,0.47,0.307,0.18,0.047,0.028,0.288,0.3,4.1,38,3.57,73.68,0.47
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.2358,ATR_Percent>0.2358,0.481,0.287,0.168,0.054,0.032,0.288,0.296,2.77,37,3.33,72.97,0.481
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.2633,ATR_Percent>0.2633,0.481,0.297,0.174,0.078,0.048,0.288,0.304,5.52,37,3.45,72.97,0.481
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.2834,ATR_Percent>0.2834,0.501,0.305,0.181,0.094,0.055,0.288,0.317,10.09,36,3.48,75.0,0.501
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.3008,ATR_Percent>0.3008,0.501,0.317,0.196,0.117,0.062,0.288,0.327,13.67,36,3.62,75.0,0.501
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.3168,ATR_Percent>0.3168,0.501,0.317,0.223,0.15,0.078,0.288,0.338,17.3,36,3.84,75.0,0.501
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.3324,ATR_Percent>0.3324,0.537,0.336,0.242,0.181,0.096,0.288,0.364,26.54,35,3.96,77.14,0.537
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.3471,ATR_Percent>0.3471,0.532,0.327,0.236,0.202,0.106,0.288,0.362,25.62,33,4.0,75.76,0.532
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.3633,ATR_Percent>0.3633,0.554,0.331,0.235,0.212,0.112,0.288,0.372,29.22,31,4.12,74.19,0.554
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.3786,ATR_Percent>0.3786,0.583,0.316,0.223,0.209,0.11,0.288,0.375,30.11,30,4.4,76.67,0.583
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.3946,ATR_Percent>0.3946,0.617,0.286,0.192,0.209,0.107,0.288,0.372,29.02,25,4.05,72.0,0.617
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,>,0.4109,ATR_Percent>0.4109,0.587,0.272,0.162,0.217,0.107,0.288,0.352,22.3,22,4.02,68.18,0.587
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,<,0.4766,ATR_Percent<0.4766,0.31,0.308,0.128,-0.026,-0.027,0.288,0.222,-22.77,22,2.7,72.73,0.31
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,<,0.5053,ATR_Percent<0.5053,0.343,0.296,0.136,-0.018,-0.01,0.288,0.233,-18.97,24,2.72,75.0,0.343
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,<,0.5373,ATR_Percent<0.5373,0.316,0.202,0.062,-0.035,-0.025,0.288,0.178,-38.07,28,2.99,71.43,0.316
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,<,0.5813,ATR_Percent<0.5813,0.333,0.187,0.04,-0.039,-0.04,0.288,0.175,-39.3,30,3.02,73.33,0.333
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,<,0.6486,ATR_Percent<0.6486,0.294,0.126,0.015,-0.042,-0.041,0.288,0.137,-52.32,31,2.95,70.97,0.294
1,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,,ATR_Percent,<,0.7588,ATR_Percent<0.7588,0.465,0.252,0.109,0.004,0.004,0.288,0.261,-9.39,37,3.34,72.97,0.465
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,RS_15,>,-1.5985,RS_15>-1.5985,0.632,0.464,0.225,-0.004,0.026,0.378,0.405,7.08,22,3.55,81.82,0.632
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,RS_15,>,-1.0627,RS_15>-1.0627,0.632,0.497,0.254,0.004,0.018,0.378,0.421,11.5,22,3.78,81.82,0.632
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,RS_15,>,-0.7895,RS_15>-0.7895,0.604,0.44,0.238,-0.009,0.01,0.378,0.39,3.14,20,3.62,80.0,0.604
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,RS_15,>,-0.6056,RS_15>-0.6056,0.604,0.437,0.233,-0.018,0.007,0.378,0.386,2.21,20,3.87,80.0,0.604
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,RS_15,>,-0.4648,RS_15>-0.4648,0.604,0.435,0.275,-0.011,0.02,0.378,0.395,4.55,20,4.13,80.0,0.604
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,RS_15,<,1.7177,RS_15<1.7177,0.401,0.327,0.138,-0.037,0.014,0.378,0.261,-31.07,20,3.25,75.0,0.401
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,>,173.922,ORB_Low>173.922,0.325,0.285,0.1,-0.052,0.013,0.378,0.211,-44.08,20,3.5,75.0,0.325
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,<,1525.45,ORB_Low<1525.45,0.616,0.445,0.189,0.048,0.059,0.378,0.394,4.22,20,3.73,75.0,0.616
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,<,1682.9,ORB_Low<1682.9,0.6,0.476,0.238,0.075,0.095,0.378,0.411,8.84,21,3.75,76.19,0.6
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,<,1856.56,ORB_Low<1856.56,0.581,0.471,0.231,0.02,0.06,0.378,0.394,4.21,23,3.89,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,<,2330.165,ORB_Low<2330.165,0.581,0.439,0.22,0.015,0.053,0.378,0.381,0.85,23,3.68,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,<,2894.19,ORB_Low<2894.19,0.581,0.439,0.214,0.004,0.036,0.378,0.378,0.11,23,3.61,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,<,3683.975,ORB_Low<3683.975,0.581,0.439,0.214,0.004,0.029,0.378,0.378,0.11,23,3.61,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,<,4335.04,ORB_Low<4335.04,0.581,0.439,0.214,-0.0,0.027,0.378,0.378,-0.05,23,3.61,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,<,5214.475,ORB_Low<5214.475,0.581,0.439,0.214,-0.0,0.027,0.378,0.378,-0.05,23,3.61,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,<,5830.0,ORB_Low<5830.0,0.581,0.439,0.214,-0.0,0.028,0.378,0.378,-0.05,23,3.6,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ORB_Low,<,6943.475,ORB_Low<6943.475,0.581,0.439,0.214,-0.0,0.028,0.378,0.378,-0.05,23,3.6,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ATR_Percent,>,0.2358,ATR_Percent>0.2358,0.581,0.439,0.214,0.013,0.038,0.378,0.38,0.46,23,3.66,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ATR_Percent,>,0.2633,ATR_Percent>0.2633,0.581,0.439,0.214,0.035,0.055,0.378,0.383,1.36,23,3.8,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ATR_Percent,>,0.2834,ATR_Percent>0.2834,0.581,0.439,0.22,0.051,0.064,0.378,0.387,2.31,23,3.97,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ATR_Percent,>,0.3008,ATR_Percent>0.3008,0.581,0.439,0.22,0.065,0.071,0.378,0.389,2.85,23,4.14,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ATR_Percent,>,0.3168,ATR_Percent>0.3168,0.581,0.439,0.22,0.087,0.083,0.378,0.392,3.73,23,4.38,78.26,0.581
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ATR_Percent,>,0.3324,ATR_Percent>0.3324,0.643,0.471,0.247,0.13,0.111,0.378,0.435,15.12,22,4.48,81.82,0.643
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ATR_Percent,>,0.3471,ATR_Percent>0.3471,0.649,0.47,0.244,0.16,0.128,0.378,0.441,16.64,21,4.62,80.95,0.649
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ATR_Percent,>,0.3633,ATR_Percent>0.3633,0.649,0.468,0.239,0.169,0.129,0.378,0.441,16.59,21,5.15,80.95,0.649
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ATR_Percent,>,0.3786,ATR_Percent>0.3786,0.649,0.404,0.196,0.15,0.119,0.378,0.41,8.51,21,5.74,80.95,0.649
2,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4,ATR_Percent,<,0.7588,ATR_Percent<0.7588,0.578,0.436,0.262,0.011,0.042,0.378,0.387,2.43,22,3.51,77.27,0.578
3,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4 AND ATR_Percent>0.3633,RS_15,>,-1.5985,RS_15>-1.5985,0.708,0.496,0.253,0.167,0.127,0.441,0.472,7.03,20,5.14,85.0,0.708
3,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4 AND ATR_Percent>0.3633,RS_15,>,-1.0627,RS_15>-1.0627,0.708,0.532,0.288,0.186,0.118,0.441,0.493,11.74,20,5.65,85.0,0.708
3,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4 AND ATR_Percent>0.3633,ORB_Low,<,1856.56,ORB_Low<1856.56,0.649,0.504,0.253,0.177,0.148,0.441,0.456,3.32,21,5.3,80.95,0.649
3,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4 AND ATR_Percent>0.3633,ORB_Low,<,2330.165,ORB_Low<2330.165,0.649,0.468,0.239,0.169,0.14,0.441,0.441,-0.07,21,5.2,80.95,0.649
3,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4 AND ATR_Percent>0.3633,ORB_Low,<,2894.19,ORB_Low<2894.19,0.649,0.468,0.239,0.169,0.133,0.441,0.441,-0.07,21,5.15,80.95,0.649
3,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4 AND ATR_Percent>0.3633,ORB_Low,<,3683.975,ORB_Low<3683.975,0.649,0.468,0.239,0.169,0.129,0.441,0.441,-0.07,21,5.15,80.95,0.649
3,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4 AND ATR_Percent>0.3633,ORB_Low,<,4335.04,ORB_Low<4335.04,0.649,0.468,0.239,0.169,0.129,0.441,0.441,-0.07,21,5.15,80.95,0.649
3,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4 AND ATR_Percent>0.3633,ORB_Low,<,5214.475,ORB_Low<5214.475,0.649,0.468,0.239,0.169,0.129,0.441,0.441,-0.07,21,5.15,80.95,0.649
3,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4 AND ATR_Percent>0.3633,ORB_Low,<,5830.0,ORB_Low<5830.0,0.649,0.468,0.239,0.169,0.129,0.441,0.441,-0.07,21,5.15,80.95,0.649
3,ORB_Range + RS_15 + ORB_Low + ATR_Percent,60 Min,15,ORB_Range<21.4 AND ATR_Percent>0.3633,ORB_Low,<,6943.475,ORB_Low<6943.475,0.649,0.468,0.239,0.169,0.129,0.441,0.441,-0.07,21,5.15,80.95,0.649
